datapoint_code,frequency,label,unit,template
dp3525435,2,[TODO: DPM lookup] dp3525435,[TODO],[TODO]
dp3525436,3,[TODO: DPM lookup] dp3525436,[TODO],[TODO]
dp3525437,8,[TODO: DPM lookup] dp3525437,[TODO],[TODO]
dp3525438,9,[TODO: DPM lookup] dp3525438,[TODO],[TODO]
dp3525439,4,[TODO: DPM lookup] dp3525439,[TODO],[TODO]
dp3525440,4,[TODO: DPM lookup] dp3525440,[TODO],[TODO]
dp3525441,9,[TODO: DPM lookup] dp3525441,[TODO],[TODO]
dp3525442,2,[TODO: DPM lookup] dp3525442,[TODO],[TODO]
dp3525443,9,[TODO: DPM lookup] dp3525443,[TODO],[TODO]
dp3525444,9,[TODO: DPM lookup] dp3525444,[TODO],[TODO]
dp3525445,1,[TODO: DPM lookup] dp3525445,[TODO],[TODO]
dp3525446,7,[TODO: DPM lookup] dp3525446,[TODO],[TODO]
dp3525447,7,[TODO: DPM lookup] dp3525447,[TODO],[TODO]
dp3525448,9,[TODO: DPM lookup] dp3525448,[TODO],[TODO]
dp3525449,1,[TODO: DPM lookup] dp3525449,[TODO],[TODO]
dp3525450,1,[TODO: DPM lookup] dp3525450,[TODO],[TODO]
dp3525451,1,[TODO: DPM lookup] dp3525451,[TODO],[TODO]
dp3525452,1,[TODO: DPM lookup] dp3525452,[TODO],[TODO]
dp3525453,2,[TODO: DPM lookup] dp3525453,[TODO],[TODO]
dp3525454,2,[TODO: DPM lookup] dp3525454,[TODO],[TODO]
dp3525455,4,[TODO: DPM lookup] dp3525455,[TODO],[TODO]
dp3525456,4,[TODO: DPM lookup] dp3525456,[TODO],[TODO]
dp3525457,1,[TODO: DPM lookup] dp3525457,[TODO],[TODO]
dp3525458,1,[TODO: DPM lookup] dp3525458,[TODO],[TODO]
dp3525459,9,[TODO: DPM lookup] dp3525459,[TODO],[TODO]
dp3525460,7,[TODO: DPM lookup] dp3525460,[TODO],[TODO]
dp3525461,3,[TODO: DPM lookup] dp3525461,[TODO],[TODO]
dp3525491,14,[TODO: DPM lookup] dp3525491,[TODO],[TODO]
dp3525492,14,[TODO: DPM lookup] dp3525492,[TODO],[TODO]
dp3525493,14,[TODO: DPM lookup] dp3525493,[TODO],[TODO]
dp3525494,14,[TODO: DPM lookup] dp3525494,[TODO],[TODO]
dp3525495,14,[TODO: DPM lookup] dp3525495,[TODO],[TODO]
dp3525496,14,[TODO: DPM lookup] dp3525496,[TODO],[TODO]
dp3525497,14,[TODO: DPM lookup] dp3525497,[TODO],[TODO]
dp3525503,2,[TODO: DPM lookup] dp3525503,[TODO],[TODO]
dp3525504,2,[TODO: DPM lookup] dp3525504,[TODO],[TODO]
dp3525510,219,[TODO: DPM lookup] dp3525510,[TODO],[TODO]
dp3525511,20,[TODO: DPM lookup] dp3525511,[TODO],[TODO]
dp3525512,18,[TODO: DPM lookup] dp3525512,[TODO],[TODO]
dp3525513,44,[TODO: DPM lookup] dp3525513,[TODO],[TODO]
dp3525514,266,[TODO: DPM lookup] dp3525514,[TODO],[TODO]
dp3525515,16,[TODO: DPM lookup] dp3525515,[TODO],[TODO]
dp3525516,10,[TODO: DPM lookup] dp3525516,[TODO],[TODO]
dp3525517,81,[TODO: DPM lookup] dp3525517,[TODO],[TODO]
dp3525522,10,[TODO: DPM lookup] dp3525522,[TODO],[TODO]
dp3525523,1,[TODO: DPM lookup] dp3525523,[TODO],[TODO]
dp3525524,4,[TODO: DPM lookup] dp3525524,[TODO],[TODO]
dp3525525,1,[TODO: DPM lookup] dp3525525,[TODO],[TODO]
dp3525526,9,[TODO: DPM lookup] dp3525526,[TODO],[TODO]
dp3525534,2,[TODO: DPM lookup] dp3525534,[TODO],[TODO]
dp3525543,8,[TODO: DPM lookup] dp3525543,[TODO],[TODO]
dp3525544,6,[TODO: DPM lookup] dp3525544,[TODO],[TODO]
dp3525545,6,[TODO: DPM lookup] dp3525545,[TODO],[TODO]
dp3525546,8,[TODO: DPM lookup] dp3525546,[TODO],[TODO]
dp3525547,9,[TODO: DPM lookup] dp3525547,[TODO],[TODO]
dp3525548,4,[TODO: DPM lookup] dp3525548,[TODO],[TODO]
dp3525549,10,[TODO: DPM lookup] dp3525549,[TODO],[TODO]
dp3525550,10,[TODO: DPM lookup] dp3525550,[TODO],[TODO]
dp3525553,9,[TODO: DPM lookup] dp3525553,[TODO],[TODO]
dp3525554,6,[TODO: DPM lookup] dp3525554,[TODO],[TODO]
dp3525555,3,[TODO: DPM lookup] dp3525555,[TODO],[TODO]
dp3525556,3,[TODO: DPM lookup] dp3525556,[TODO],[TODO]
dp3525557,4,[TODO: DPM lookup] dp3525557,[TODO],[TODO]
dp3525558,7,[TODO: DPM lookup] dp3525558,[TODO],[TODO]
dp3525559,11,[TODO: DPM lookup] dp3525559,[TODO],[TODO]
dp3525563,3,[TODO: DPM lookup] dp3525563,[TODO],[TODO]
dp3525564,7,[TODO: DPM lookup] dp3525564,[TODO],[TODO]
dp3525565,7,[TODO: DPM lookup] dp3525565,[TODO],[TODO]
dp3525566,6,[TODO: DPM lookup] dp3525566,[TODO],[TODO]
dp3525567,11,[TODO: DPM lookup] dp3525567,[TODO],[TODO]
dp3525568,11,[TODO: DPM lookup] dp3525568,[TODO],[TODO]
dp3525569,3,[TODO: DPM lookup] dp3525569,[TODO],[TODO]
dp3525575,14,[TODO: DPM lookup] dp3525575,[TODO],[TODO]
dp3525576,23,[TODO: DPM lookup] dp3525576,[TODO],[TODO]
dp3525577,23,[TODO: DPM lookup] dp3525577,[TODO],[TODO]
dp3525578,1,[TODO: DPM lookup] dp3525578,[TODO],[TODO]
dp3525587,2,[TODO: DPM lookup] dp3525587,[TODO],[TODO]
dp3525588,1,[TODO: DPM lookup] dp3525588,[TODO],[TODO]
dp3525606,4,[TODO: DPM lookup] dp3525606,[TODO],[TODO]
dp3525612,1,[TODO: DPM lookup] dp3525612,[TODO],[TODO]
dp3525613,9,[TODO: DPM lookup] dp3525613,[TODO],[TODO]
dp3525614,8,[TODO: DPM lookup] dp3525614,[TODO],[TODO]
dp3525616,3,[TODO: DPM lookup] dp3525616,[TODO],[TODO]
dp3525617,3,[TODO: DPM lookup] dp3525617,[TODO],[TODO]
dp3525618,4,[TODO: DPM lookup] dp3525618,[TODO],[TODO]
dp3525619,7,[TODO: DPM lookup] dp3525619,[TODO],[TODO]
dp3525620,7,[TODO: DPM lookup] dp3525620,[TODO],[TODO]
dp3525621,6,[TODO: DPM lookup] dp3525621,[TODO],[TODO]
dp3525622,63,[TODO: DPM lookup] dp3525622,[TODO],[TODO]
dp3525623,197,[TODO: DPM lookup] dp3525623,[TODO],[TODO]
dp3525624,28,[TODO: DPM lookup] dp3525624,[TODO],[TODO]
dp3525625,9,[TODO: DPM lookup] dp3525625,[TODO],[TODO]
dp3525626,17,[TODO: DPM lookup] dp3525626,[TODO],[TODO]
dp3525627,168,[TODO: DPM lookup] dp3525627,[TODO],[TODO]
dp3525628,17,[TODO: DPM lookup] dp3525628,[TODO],[TODO]
dp3525629,15,[TODO: DPM lookup] dp3525629,[TODO],[TODO]
dp3525631,10,[TODO: DPM lookup] dp3525631,[TODO],[TODO]
dp3525632,4,[TODO: DPM lookup] dp3525632,[TODO],[TODO]
dp3525633,6,[TODO: DPM lookup] dp3525633,[TODO],[TODO]
dp3525634,1,[TODO: DPM lookup] dp3525634,[TODO],[TODO]
dp3525635,13,[TODO: DPM lookup] dp3525635,[TODO],[TODO]
dp3525640,9,[TODO: DPM lookup] dp3525640,[TODO],[TODO]
dp3525641,3,[TODO: DPM lookup] dp3525641,[TODO],[TODO]
dp3525677,14,[TODO: DPM lookup] dp3525677,[TODO],[TODO]
dp3525678,14,[TODO: DPM lookup] dp3525678,[TODO],[TODO]
dp3525679,14,[TODO: DPM lookup] dp3525679,[TODO],[TODO]
dp3525698,6,[TODO: DPM lookup] dp3525698,[TODO],[TODO]
dp3525699,7,[TODO: DPM lookup] dp3525699,[TODO],[TODO]
dp3525700,5,[TODO: DPM lookup] dp3525700,[TODO],[TODO]
dp3525701,7,[TODO: DPM lookup] dp3525701,[TODO],[TODO]
dp3525702,7,[TODO: DPM lookup] dp3525702,[TODO],[TODO]
dp3525703,7,[TODO: DPM lookup] dp3525703,[TODO],[TODO]
dp3525704,10,[TODO: DPM lookup] dp3525704,[TODO],[TODO]
dp3525705,11,[TODO: DPM lookup] dp3525705,[TODO],[TODO]
dp3525706,7,[TODO: DPM lookup] dp3525706,[TODO],[TODO]
dp3525707,14,[TODO: DPM lookup] dp3525707,[TODO],[TODO]
dp3525708,13,[TODO: DPM lookup] dp3525708,[TODO],[TODO]
dp3525709,13,[TODO: DPM lookup] dp3525709,[TODO],[TODO]
dp3525710,13,[TODO: DPM lookup] dp3525710,[TODO],[TODO]
dp3525711,14,[TODO: DPM lookup] dp3525711,[TODO],[TODO]
dp3525712,14,[TODO: DPM lookup] dp3525712,[TODO],[TODO]
dp3525713,14,[TODO: DPM lookup] dp3525713,[TODO],[TODO]
dp3525714,14,[TODO: DPM lookup] dp3525714,[TODO],[TODO]
dp3525715,14,[TODO: DPM lookup] dp3525715,[TODO],[TODO]
dp3525716,14,[TODO: DPM lookup] dp3525716,[TODO],[TODO]
dp3525717,14,[TODO: DPM lookup] dp3525717,[TODO],[TODO]
dp3525718,14,[TODO: DPM lookup] dp3525718,[TODO],[TODO]
dp3525719,14,[TODO: DPM lookup] dp3525719,[TODO],[TODO]
dp3525720,14,[TODO: DPM lookup] dp3525720,[TODO],[TODO]
dp3525721,7,[TODO: DPM lookup] dp3525721,[TODO],[TODO]
dp3525722,7,[TODO: DPM lookup] dp3525722,[TODO],[TODO]
dp3525723,5,[TODO: DPM lookup] dp3525723,[TODO],[TODO]
dp3525724,5,[TODO: DPM lookup] dp3525724,[TODO],[TODO]
dp3525725,5,[TODO: DPM lookup] dp3525725,[TODO],[TODO]
dp3525726,7,[TODO: DPM lookup] dp3525726,[TODO],[TODO]
dp3525727,11,[TODO: DPM lookup] dp3525727,[TODO],[TODO]
dp3525728,10,[TODO: DPM lookup] dp3525728,[TODO],[TODO]
dp3525729,6,[TODO: DPM lookup] dp3525729,[TODO],[TODO]
dp3525730,6,[TODO: DPM lookup] dp3525730,[TODO],[TODO]
dp3525731,6,[TODO: DPM lookup] dp3525731,[TODO],[TODO]
dp3525732,14,[TODO: DPM lookup] dp3525732,[TODO],[TODO]
dp3525733,14,[TODO: DPM lookup] dp3525733,[TODO],[TODO]
dp3525734,14,[TODO: DPM lookup] dp3525734,[TODO],[TODO]
dp3525735,14,[TODO: DPM lookup] dp3525735,[TODO],[TODO]
dp3525736,14,[TODO: DPM lookup] dp3525736,[TODO],[TODO]
dp3525737,5,[TODO: DPM lookup] dp3525737,[TODO],[TODO]
dp3525738,14,[TODO: DPM lookup] dp3525738,[TODO],[TODO]
dp3525739,5,[TODO: DPM lookup] dp3525739,[TODO],[TODO]
dp3525740,14,[TODO: DPM lookup] dp3525740,[TODO],[TODO]
dp3525741,5,[TODO: DPM lookup] dp3525741,[TODO],[TODO]
dp3525742,14,[TODO: DPM lookup] dp3525742,[TODO],[TODO]
dp3525743,14,[TODO: DPM lookup] dp3525743,[TODO],[TODO]
dp3525744,13,[TODO: DPM lookup] dp3525744,[TODO],[TODO]
dp3525745,14,[TODO: DPM lookup] dp3525745,[TODO],[TODO]
dp3525746,14,[TODO: DPM lookup] dp3525746,[TODO],[TODO]
dp3525747,14,[TODO: DPM lookup] dp3525747,[TODO],[TODO]
dp3525748,14,[TODO: DPM lookup] dp3525748,[TODO],[TODO]
dp3525749,14,[TODO: DPM lookup] dp3525749,[TODO],[TODO]
dp3525750,14,[TODO: DPM lookup] dp3525750,[TODO],[TODO]
dp3525751,14,[TODO: DPM lookup] dp3525751,[TODO],[TODO]
dp3525752,5,[TODO: DPM lookup] dp3525752,[TODO],[TODO]
dp3525753,14,[TODO: DPM lookup] dp3525753,[TODO],[TODO]
dp3526403,59,[TODO: DPM lookup] dp3526403,[TODO],[TODO]
dp3526409,7,[TODO: DPM lookup] dp3526409,[TODO],[TODO]
dp3526410,19,[TODO: DPM lookup] dp3526410,[TODO],[TODO]
dp3526438,7,[TODO: DPM lookup] dp3526438,[TODO],[TODO]
dp3526446,4,[TODO: DPM lookup] dp3526446,[TODO],[TODO]
dp3526447,4,[TODO: DPM lookup] dp3526447,[TODO],[TODO]
dp3526448,1,[TODO: DPM lookup] dp3526448,[TODO],[TODO]
dp3526450,7,[TODO: DPM lookup] dp3526450,[TODO],[TODO]
dp3526474,1,[TODO: DPM lookup] dp3526474,[TODO],[TODO]
dp3526475,1,[TODO: DPM lookup] dp3526475,[TODO],[TODO]
dp3526476,1,[TODO: DPM lookup] dp3526476,[TODO],[TODO]
dp3526477,1,[TODO: DPM lookup] dp3526477,[TODO],[TODO]
dp3526478,1,[TODO: DPM lookup] dp3526478,[TODO],[TODO]
dp3526480,1,[TODO: DPM lookup] dp3526480,[TODO],[TODO]
dp3526482,1,[TODO: DPM lookup] dp3526482,[TODO],[TODO]
dp3526486,1,[TODO: DPM lookup] dp3526486,[TODO],[TODO]
dp3526487,1,[TODO: DPM lookup] dp3526487,[TODO],[TODO]
dp3526488,1,[TODO: DPM lookup] dp3526488,[TODO],[TODO]
dp3526490,1,[TODO: DPM lookup] dp3526490,[TODO],[TODO]
dp3526491,3,[TODO: DPM lookup] dp3526491,[TODO],[TODO]
dp3526492,1,[TODO: DPM lookup] dp3526492,[TODO],[TODO]
dp3526494,1,[TODO: DPM lookup] dp3526494,[TODO],[TODO]
dp3526495,1,[TODO: DPM lookup] dp3526495,[TODO],[TODO]
dp3526496,1,[TODO: DPM lookup] dp3526496,[TODO],[TODO]
dp3526497,1,[TODO: DPM lookup] dp3526497,[TODO],[TODO]
dp3526501,1,[TODO: DPM lookup] dp3526501,[TODO],[TODO]
dp3526503,1,[TODO: DPM lookup] dp3526503,[TODO],[TODO]
dp3526505,1,[TODO: DPM lookup] dp3526505,[TODO],[TODO]
dp3526506,1,[TODO: DPM lookup] dp3526506,[TODO],[TODO]
dp3526507,1,[TODO: DPM lookup] dp3526507,[TODO],[TODO]
dp3526508,1,[TODO: DPM lookup] dp3526508,[TODO],[TODO]
dp3526509,1,[TODO: DPM lookup] dp3526509,[TODO],[TODO]
dp3526511,1,[TODO: DPM lookup] dp3526511,[TODO],[TODO]
dp3526512,1,[TODO: DPM lookup] dp3526512,[TODO],[TODO]
dp3526513,1,[TODO: DPM lookup] dp3526513,[TODO],[TODO]
dp3526514,1,[TODO: DPM lookup] dp3526514,[TODO],[TODO]
dp3526515,1,[TODO: DPM lookup] dp3526515,[TODO],[TODO]
dp3526516,1,[TODO: DPM lookup] dp3526516,[TODO],[TODO]
dp3526517,1,[TODO: DPM lookup] dp3526517,[TODO],[TODO]
dp3526522,1,[TODO: DPM lookup] dp3526522,[TODO],[TODO]
dp3526523,1,[TODO: DPM lookup] dp3526523,[TODO],[TODO]
dp3526525,1,[TODO: DPM lookup] dp3526525,[TODO],[TODO]
dp3526526,1,[TODO: DPM lookup] dp3526526,[TODO],[TODO]
dp3526527,1,[TODO: DPM lookup] dp3526527,[TODO],[TODO]
dp3526528,1,[TODO: DPM lookup] dp3526528,[TODO],[TODO]
dp3526529,1,[TODO: DPM lookup] dp3526529,[TODO],[TODO]
dp3526530,1,[TODO: DPM lookup] dp3526530,[TODO],[TODO]
dp3526531,1,[TODO: DPM lookup] dp3526531,[TODO],[TODO]
dp3526532,1,[TODO: DPM lookup] dp3526532,[TODO],[TODO]
dp3526534,1,[TODO: DPM lookup] dp3526534,[TODO],[TODO]
dp3526535,1,[TODO: DPM lookup] dp3526535,[TODO],[TODO]
dp3526536,1,[TODO: DPM lookup] dp3526536,[TODO],[TODO]
dp3526538,1,[TODO: DPM lookup] dp3526538,[TODO],[TODO]
dp3526539,1,[TODO: DPM lookup] dp3526539,[TODO],[TODO]
dp3526540,1,[TODO: DPM lookup] dp3526540,[TODO],[TODO]
dp3526541,1,[TODO: DPM lookup] dp3526541,[TODO],[TODO]
dp3526542,1,[TODO: DPM lookup] dp3526542,[TODO],[TODO]
dp3526543,1,[TODO: DPM lookup] dp3526543,[TODO],[TODO]
dp3526544,1,[TODO: DPM lookup] dp3526544,[TODO],[TODO]
dp3526545,1,[TODO: DPM lookup] dp3526545,[TODO],[TODO]
dp3526550,1,[TODO: DPM lookup] dp3526550,[TODO],[TODO]
dp3526551,9,[TODO: DPM lookup] dp3526551,[TODO],[TODO]
dp3526552,8,[TODO: DPM lookup] dp3526552,[TODO],[TODO]
dp3526553,2,[TODO: DPM lookup] dp3526553,[TODO],[TODO]
dp3526554,3,[TODO: DPM lookup] dp3526554,[TODO],[TODO]
dp3526555,9,[TODO: DPM lookup] dp3526555,[TODO],[TODO]
dp3526556,9,[TODO: DPM lookup] dp3526556,[TODO],[TODO]
dp3526557,10,[TODO: DPM lookup] dp3526557,[TODO],[TODO]
dp3526558,1,[TODO: DPM lookup] dp3526558,[TODO],[TODO]
dp3526559,1,[TODO: DPM lookup] dp3526559,[TODO],[TODO]
dp3526560,2,[TODO: DPM lookup] dp3526560,[TODO],[TODO]
dp3526561,11,[TODO: DPM lookup] dp3526561,[TODO],[TODO]
dp3526562,14,[TODO: DPM lookup] dp3526562,[TODO],[TODO]
dp3526563,19,[TODO: DPM lookup] dp3526563,[TODO],[TODO]
dp3526566,1,[TODO: DPM lookup] dp3526566,[TODO],[TODO]
dp3526567,1,[TODO: DPM lookup] dp3526567,[TODO],[TODO]
dp3526573,1,[TODO: DPM lookup] dp3526573,[TODO],[TODO]
dp3526574,4,[TODO: DPM lookup] dp3526574,[TODO],[TODO]
dp3526576,1,[TODO: DPM lookup] dp3526576,[TODO],[TODO]
dp3526579,4,[TODO: DPM lookup] dp3526579,[TODO],[TODO]
dp3526580,11,[TODO: DPM lookup] dp3526580,[TODO],[TODO]
dp3526581,5,[TODO: DPM lookup] dp3526581,[TODO],[TODO]
dp3526582,6,[TODO: DPM lookup] dp3526582,[TODO],[TODO]
dp3526583,2,[TODO: DPM lookup] dp3526583,[TODO],[TODO]
dp3526584,3,[TODO: DPM lookup] dp3526584,[TODO],[TODO]
dp3526585,9,[TODO: DPM lookup] dp3526585,[TODO],[TODO]
dp3526586,3,[TODO: DPM lookup] dp3526586,[TODO],[TODO]
dp3526587,1,[TODO: DPM lookup] dp3526587,[TODO],[TODO]
dp3526588,2,[TODO: DPM lookup] dp3526588,[TODO],[TODO]
dp3526589,3,[TODO: DPM lookup] dp3526589,[TODO],[TODO]
dp3526590,1,[TODO: DPM lookup] dp3526590,[TODO],[TODO]
dp3526591,3,[TODO: DPM lookup] dp3526591,[TODO],[TODO]
dp3526592,5,[TODO: DPM lookup] dp3526592,[TODO],[TODO]
dp3526593,3,[TODO: DPM lookup] dp3526593,[TODO],[TODO]
dp3526594,3,[TODO: DPM lookup] dp3526594,[TODO],[TODO]
dp3526595,4,[TODO: DPM lookup] dp3526595,[TODO],[TODO]
dp3526596,5,[TODO: DPM lookup] dp3526596,[TODO],[TODO]
dp3526597,2,[TODO: DPM lookup] dp3526597,[TODO],[TODO]
dp3526598,8,[TODO: DPM lookup] dp3526598,[TODO],[TODO]
dp3526599,3,[TODO: DPM lookup] dp3526599,[TODO],[TODO]
dp3526600,6,[TODO: DPM lookup] dp3526600,[TODO],[TODO]
dp3526601,7,[TODO: DPM lookup] dp3526601,[TODO],[TODO]
dp3526602,11,[TODO: DPM lookup] dp3526602,[TODO],[TODO]
dp3526603,5,[TODO: DPM lookup] dp3526603,[TODO],[TODO]
dp3526604,9,[TODO: DPM lookup] dp3526604,[TODO],[TODO]
dp3526605,2,[TODO: DPM lookup] dp3526605,[TODO],[TODO]
dp3526606,18,[TODO: DPM lookup] dp3526606,[TODO],[TODO]
dp3526607,11,[TODO: DPM lookup] dp3526607,[TODO],[TODO]
dp3526608,13,[TODO: DPM lookup] dp3526608,[TODO],[TODO]
dp3526609,28,[TODO: DPM lookup] dp3526609,[TODO],[TODO]
dp3526611,4,[TODO: DPM lookup] dp3526611,[TODO],[TODO]
dp3526612,7,[TODO: DPM lookup] dp3526612,[TODO],[TODO]
dp3526613,7,[TODO: DPM lookup] dp3526613,[TODO],[TODO]
dp3526614,10,[TODO: DPM lookup] dp3526614,[TODO],[TODO]
dp3526615,6,[TODO: DPM lookup] dp3526615,[TODO],[TODO]
dp3526616,2,[TODO: DPM lookup] dp3526616,[TODO],[TODO]
dp3526617,3,[TODO: DPM lookup] dp3526617,[TODO],[TODO]
dp3526618,28,[TODO: DPM lookup] dp3526618,[TODO],[TODO]
dp3526619,11,[TODO: DPM lookup] dp3526619,[TODO],[TODO]
dp3526620,9,[TODO: DPM lookup] dp3526620,[TODO],[TODO]
dp3526621,9,[TODO: DPM lookup] dp3526621,[TODO],[TODO]
dp3526622,9,[TODO: DPM lookup] dp3526622,[TODO],[TODO]
dp3526623,28,[TODO: DPM lookup] dp3526623,[TODO],[TODO]
dp3526624,2,[TODO: DPM lookup] dp3526624,[TODO],[TODO]
dp3526626,2,[TODO: DPM lookup] dp3526626,[TODO],[TODO]
dp3526627,1,[TODO: DPM lookup] dp3526627,[TODO],[TODO]
dp3526628,2,[TODO: DPM lookup] dp3526628,[TODO],[TODO]
dp3526629,2,[TODO: DPM lookup] dp3526629,[TODO],[TODO]
dp3526630,1,[TODO: DPM lookup] dp3526630,[TODO],[TODO]
dp3526631,1,[TODO: DPM lookup] dp3526631,[TODO],[TODO]
dp3526632,1,[TODO: DPM lookup] dp3526632,[TODO],[TODO]
dp3526634,1,[TODO: DPM lookup] dp3526634,[TODO],[TODO]
dp3526652,2,[TODO: DPM lookup] dp3526652,[TODO],[TODO]
dp3526653,2,[TODO: DPM lookup] dp3526653,[TODO],[TODO]
dp3526654,2,[TODO: DPM lookup] dp3526654,[TODO],[TODO]
dp3526655,1,[TODO: DPM lookup] dp3526655,[TODO],[TODO]
dp3526656,2,[TODO: DPM lookup] dp3526656,[TODO],[TODO]
dp3526674,28,[TODO: DPM lookup] dp3526674,[TODO],[TODO]
dp3526686,2,[TODO: DPM lookup] dp3526686,[TODO],[TODO]
dp3526687,1,[TODO: DPM lookup] dp3526687,[TODO],[TODO]
dp3526688,1,[TODO: DPM lookup] dp3526688,[TODO],[TODO]
dp3526689,1,[TODO: DPM lookup] dp3526689,[TODO],[TODO]
dp3526690,1,[TODO: DPM lookup] dp3526690,[TODO],[TODO]
dp3526691,2,[TODO: DPM lookup] dp3526691,[TODO],[TODO]
dp3526692,1,[TODO: DPM lookup] dp3526692,[TODO],[TODO]
dp3526693,1,[TODO: DPM lookup] dp3526693,[TODO],[TODO]
dp3526694,3,[TODO: DPM lookup] dp3526694,[TODO],[TODO]
dp3526695,3,[TODO: DPM lookup] dp3526695,[TODO],[TODO]
dp3526696,1,[TODO: DPM lookup] dp3526696,[TODO],[TODO]
dp3526697,3,[TODO: DPM lookup] dp3526697,[TODO],[TODO]
dp3526698,1,[TODO: DPM lookup] dp3526698,[TODO],[TODO]
dp3526699,2,[TODO: DPM lookup] dp3526699,[TODO],[TODO]
dp3526700,6,[TODO: DPM lookup] dp3526700,[TODO],[TODO]
dp3526701,4,[TODO: DPM lookup] dp3526701,[TODO],[TODO]
dp3526702,1,[TODO: DPM lookup] dp3526702,[TODO],[TODO]
dp3526703,5,[TODO: DPM lookup] dp3526703,[TODO],[TODO]
dp3526704,2,[TODO: DPM lookup] dp3526704,[TODO],[TODO]
dp3526705,2,[TODO: DPM lookup] dp3526705,[TODO],[TODO]
dp3526707,5,[TODO: DPM lookup] dp3526707,[TODO],[TODO]
dp3526708,1,[TODO: DPM lookup] dp3526708,[TODO],[TODO]
dp3526709,1,[TODO: DPM lookup] dp3526709,[TODO],[TODO]
dp3526710,1,[TODO: DPM lookup] dp3526710,[TODO],[TODO]
dp3526711,1,[TODO: DPM lookup] dp3526711,[TODO],[TODO]
dp3526712,1,[TODO: DPM lookup] dp3526712,[TODO],[TODO]
dp3526713,1,[TODO: DPM lookup] dp3526713,[TODO],[TODO]
dp3526727,3,[TODO: DPM lookup] dp3526727,[TODO],[TODO]
dp3526730,3,[TODO: DPM lookup] dp3526730,[TODO],[TODO]
dp3526745,6,[TODO: DPM lookup] dp3526745,[TODO],[TODO]
dp3526746,6,[TODO: DPM lookup] dp3526746,[TODO],[TODO]
dp3526747,1,[TODO: DPM lookup] dp3526747,[TODO],[TODO]
dp3526748,1,[TODO: DPM lookup] dp3526748,[TODO],[TODO]
dp3526751,1,[TODO: DPM lookup] dp3526751,[TODO],[TODO]
dp3526752,1,[TODO: DPM lookup] dp3526752,[TODO],[TODO]
dp3526753,1,[TODO: DPM lookup] dp3526753,[TODO],[TODO]
dp3526754,2,[TODO: DPM lookup] dp3526754,[TODO],[TODO]
dp3526757,2,[TODO: DPM lookup] dp3526757,[TODO],[TODO]
dp3526759,2,[TODO: DPM lookup] dp3526759,[TODO],[TODO]
dp3526760,4,[TODO: DPM lookup] dp3526760,[TODO],[TODO]
dp3526761,5,[TODO: DPM lookup] dp3526761,[TODO],[TODO]
dp3526762,2,[TODO: DPM lookup] dp3526762,[TODO],[TODO]
dp3526763,2,[TODO: DPM lookup] dp3526763,[TODO],[TODO]
dp3526764,2,[TODO: DPM lookup] dp3526764,[TODO],[TODO]
dp3526765,1,[TODO: DPM lookup] dp3526765,[TODO],[TODO]
dp3526766,1,[TODO: DPM lookup] dp3526766,[TODO],[TODO]
dp3526767,2,[TODO: DPM lookup] dp3526767,[TODO],[TODO]
dp3526768,3,[TODO: DPM lookup] dp3526768,[TODO],[TODO]
dp3526769,3,[TODO: DPM lookup] dp3526769,[TODO],[TODO]
dp3526770,4,[TODO: DPM lookup] dp3526770,[TODO],[TODO]
dp3526771,1,[TODO: DPM lookup] dp3526771,[TODO],[TODO]
dp3526772,2,[TODO: DPM lookup] dp3526772,[TODO],[TODO]
dp3526773,1,[TODO: DPM lookup] dp3526773,[TODO],[TODO]
dp3526774,1,[TODO: DPM lookup] dp3526774,[TODO],[TODO]
dp3526775,2,[TODO: DPM lookup] dp3526775,[TODO],[TODO]
dp3526776,2,[TODO: DPM lookup] dp3526776,[TODO],[TODO]
dp3526777,3,[TODO: DPM lookup] dp3526777,[TODO],[TODO]
dp3526778,3,[TODO: DPM lookup] dp3526778,[TODO],[TODO]
dp3526779,1,[TODO: DPM lookup] dp3526779,[TODO],[TODO]
dp3526780,3,[TODO: DPM lookup] dp3526780,[TODO],[TODO]
dp3526781,4,[TODO: DPM lookup] dp3526781,[TODO],[TODO]
dp3526782,2,[TODO: DPM lookup] dp3526782,[TODO],[TODO]
dp3526783,11,[TODO: DPM lookup] dp3526783,[TODO],[TODO]
dp3526784,11,[TODO: DPM lookup] dp3526784,[TODO],[TODO]
dp3526785,5,[TODO: DPM lookup] dp3526785,[TODO],[TODO]
dp3526786,6,[TODO: DPM lookup] dp3526786,[TODO],[TODO]
dp3526787,6,[TODO: DPM lookup] dp3526787,[TODO],[TODO]
dp3526788,6,[TODO: DPM lookup] dp3526788,[TODO],[TODO]
dp3526789,6,[TODO: DPM lookup] dp3526789,[TODO],[TODO]
dp3526790,3,[TODO: DPM lookup] dp3526790,[TODO],[TODO]
dp3526791,4,[TODO: DPM lookup] dp3526791,[TODO],[TODO]
dp3526792,9,[TODO: DPM lookup] dp3526792,[TODO],[TODO]
dp3526793,8,[TODO: DPM lookup] dp3526793,[TODO],[TODO]
dp3526794,3,[TODO: DPM lookup] dp3526794,[TODO],[TODO]
dp3526795,1,[TODO: DPM lookup] dp3526795,[TODO],[TODO]
dp3526796,1,[TODO: DPM lookup] dp3526796,[TODO],[TODO]
dp3526797,1,[TODO: DPM lookup] dp3526797,[TODO],[TODO]
